,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.919,0.792,0.851,4944.000,
Income > 50K,0.544,0.780,0.641,1568.200,
accuracy,0.789,0.789,0.789,0.789,0.869
macro avg,0.731,0.786,0.746,6512.200,
weighted avg,0.829,0.789,0.800,6512.200,
