,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.004,0.016,0.008,0.000,
Income > 50K,0.014,0.016,0.005,0.447,
accuracy,0.008,0.008,0.008,0.008,0.005
macro avg,0.006,0.002,0.006,0.447,
weighted avg,0.002,0.008,0.007,0.447,
