,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.003,0.002,0.002,0.000,
Income > 50K,0.007,0.011,0.008,0.447,
accuracy,0.003,0.003,0.003,0.003,0.002
macro avg,0.005,0.005,0.005,0.447,
weighted avg,0.003,0.003,0.003,0.447,
