,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.662±0.037,0.684±0.180,0.661±0.056,399.600±0.548,nan±nan
Potable,0.372±0.209,0.432±0.252,0.399±0.227,255.600±0.548,nan±nan
accuracy,0.586±0.021,0.586±0.021,0.586±0.021,0.586±0.021,0.584±0.054
macro avg,0.517±0.120,0.558±0.040,0.530±0.087,655.200±0.447,nan±nan
weighted avg,0.549±0.101,0.586±0.021,0.559±0.056,655.200±0.447,nan±nan
