,CLUSTERING_kmeans
water,"'n_clusters': 16
 'max_iter': 100
 'n_init': 5
 'init': 'k-means++'
 'algorithm': 'auto'
 'tol': 0.01
 'C': 0.1
 'penalty': 'l2'
 'solver': 'lbfgs'"
