,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.645±0.013,0.914±0.032,0.756±0.016,399.600±0.548,nan±nan
Potable,0.619±0.080,0.213±0.041,0.314±0.051,255.600±0.548,nan±nan
accuracy,0.640±0.021,0.640±0.021,0.640±0.021,0.640±0.021,0.607±0.028
macro avg,0.632±0.045,0.563±0.022,0.535±0.030,655.200±0.447,nan±nan
weighted avg,0.635±0.038,0.640±0.021,0.584±0.026,655.200±0.447,nan±nan
