,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.656±0.016,0.874±0.031,0.749±0.017,399.600±0.548,nan±nan
Potable,0.591±0.068,0.282±0.053,0.379±0.055,255.600±0.548,nan±nan
accuracy,0.643±0.023,0.643±0.023,0.643±0.023,0.643±0.023,0.620±0.024
macro avg,0.623±0.040,0.578±0.026,0.564±0.032,655.200±0.447,nan±nan
weighted avg,0.630±0.034,0.643±0.023,0.605±0.028,655.200±0.447,nan±nan
