,precision,recall,f1-score,support,ROC_AUC
College,0.030,0.024,0.014,0.000,
No College,0.019,0.037,0.018,0.000,
accuracy,0.016,0.016,0.016,0.016,0.013
macro avg,0.016,0.016,0.016,0.000,
weighted avg,0.016,0.016,0.016,0.000,
