,precision,recall,f1-score,support,ROC_AUC
Bad,0.735±0.016,0.749±0.012,0.742±0.012,1027.200±0.447,nan±nan
Good,0.722±0.012,0.707±0.024,0.714±0.017,947.000±0.000,nan±nan
accuracy,0.729±0.014,0.729±0.014,0.729±0.014,0.729±0.014,0.793±0.013
macro avg,0.728±0.013,0.728±0.014,0.728±0.014,1974.200±0.447,nan±nan
weighted avg,0.729±0.014,0.729±0.014,0.729±0.014,1974.200±0.447,nan±nan
