,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.688,0.785,0.733,792.600,
Recidivism,0.683,0.565,0.618,650.200,
accuracy,0.686,0.686,0.686,0.686,0.732
macro avg,0.685,0.675,0.676,1442.800,
weighted avg,0.686,0.686,0.681,1442.800,
