,precision,recall,f1-score,support,ROC_AUC
College,0.889±0.041,0.872±0.037,0.879±0.011,100.000±0.000,nan±nan
No College,0.876±0.027,0.888±0.047,0.881±0.015,100.000±0.000,nan±nan
accuracy,0.880±0.012,0.880±0.012,0.880±0.012,0.880±0.012,0.959±0.005
macro avg,0.882±0.014,0.880±0.012,0.880±0.012,200.000±0.000,nan±nan
weighted avg,0.882±0.014,0.880±0.012,0.880±0.012,200.000±0.000,nan±nan
