,precision,recall,f1-score,support,ROC_AUC
No subscription,0.902±0.001,0.985±0.003,0.942±0.001,7984.400±0.548,nan±nan
"Yes, subscribed",0.637±0.032,0.195±0.015,0.298±0.016,1057.800±0.447,nan±nan
accuracy,0.893±0.001,0.893±0.001,0.893±0.001,0.893±0.001,0.778±0.011
macro avg,0.770±0.015,0.590±0.006,0.620±0.008,9042.200±0.447,nan±nan
weighted avg,0.871±0.003,0.893±0.001,0.867±0.002,9042.200±0.447,nan±nan
