,precision,recall,f1-score,support,ROC_AUC
No subscription,0.001,0.003,0.001,0.548,
"Yes, subscribed",0.032,0.015,0.016,0.447,
accuracy,0.001,0.001,0.001,0.001,0.011
macro avg,0.015,0.006,0.008,0.447,
weighted avg,0.003,0.001,0.002,0.447,
