,precision,recall,f1-score,support,ROC_AUC
Churn,0.024,0.043,0.036,0.447,
No Churn,0.012,0.004,0.008,0.447,
accuracy,0.013,0.013,0.013,0.013,0.016
macro avg,0.018,0.023,0.022,0.548,
weighted avg,0.015,0.013,0.015,0.548,
